Ceremony,Year,Class,CanonicalCategory,Category,NomId,Film,FilmId,Name,Nominees,NomineeIds,Winner,Detail,Note,Citation,MultifilmNomination
1,1928,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0051251,The Noose,tt0019217,Richard Barthelmess,Richard Barthelmess,[{'imdb_id': 'nm0001932'}],False,Nickie Elkins,,,True
1,1928,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0051252,The Patent Leather Kid,tt0018253,Richard Barthelmess,Richard Barthelmess,[{'imdb_id': 'nm0001932'}],False,The Patent Leather Kid,,,True
1,1928,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0051250a,The Last Command,tt0019071,Emil Jannings,Emil Jannings,[{'imdb_id': 'nm0417837'}],True,General Dolgorucki [Grand Duke Sergius Alexander],,,True
1,1928,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0051250b,The Way of All Flesh,tt0019553,Emil Jannings,Emil Jannings,[{'imdb_id': 'nm0417837'}],True,August Schilling,,,True
1,1928,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0051255,A Ship Comes In,tt0018389,Louise Dresser,Louise Dresser,[{'imdb_id': 'nm0237571'}],False,Mrs. Pleznik,,,
1,1928,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0051254a,7th Heaven,tt0018379,Janet Gaynor,Janet Gaynor,[{'imdb_id': 'nm0310980'}],True,Diane,,,True
1,1928,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0051254b,Street Angel,tt0019429,Janet Gaynor,Janet Gaynor,[{'imdb_id': 'nm0310980'}],True,Angela,,,True
1,1928,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0051254c,Sunrise,tt0018455,Janet Gaynor,Janet Gaynor,[{'imdb_id': 'nm0310980'}],True,The Wife,,,True
1,1928,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0051256,Sadie Thompson,tt0019344,Gloria Swanson,Gloria Swanson,[{'imdb_id': 'nm0841797'}],False,Sadie Thompson,,,
1,1928,Production,ART DIRECTION,ART DIRECTION,an0051282,Sunrise,tt0018455,Rochus Gliese,Rochus Gliese,[{'imdb_id': 'nm0322843'}],False,,,,
1,1928,Production,ART DIRECTION,ART DIRECTION,an0051279,The Dove,tt0017822,William Cameron Menzies,William Cameron Menzies,[{'imdb_id': 'nm0580017'}],True,,,,True
1,1928,Production,ART DIRECTION,ART DIRECTION,an0051280,Tempest,tt0019451,William Cameron Menzies,William Cameron Menzies,[{'imdb_id': 'nm0580017'}],True,,,,True
1,1928,Production,ART DIRECTION,ART DIRECTION,an0051281,7th Heaven,tt0018379,Harry Oliver,Harry Oliver,[{'imdb_id': 'nm0646856'}],False,,,,
1,1928,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0051273,The Devil Dancer,tt0017806,George Barnes,George Barnes,[{'imdb_id': 'nm0055604'}],False,,,,True
1,1928,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0051275,The Magic Flame,tt0018129,George Barnes,George Barnes,[{'imdb_id': 'nm0055604'}],False,,,,True
1,1928,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0051277,Sadie Thompson,tt0019344,George Barnes,George Barnes,[{'imdb_id': 'nm0055604'}],False,,,,True
1,1928,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0051272,Sunrise,tt0018455,"Charles Rosher, Karl Struss","Charles Rosher, Karl Struss","[{'imdb_id': 'nm0003546'}, {'imdb_id': 'nm0835365'}]",True,,"NOTE: For this awards year, awards were presented in the name of the individual and could honor work on one or more films. Charles Rosher and Karl Struss were both honored for cinematography on this film. It is considered a single nomination for the film.",,
1,1928,Directing,DIRECTING (Comedy Picture),DIRECTING (Comedy Picture),an0051257,Two Arabian Knights,tt0018515,Lewis Milestone,Lewis Milestone,[{'imdb_id': 'nm0587277'}],True,,,,
1,1928,Directing,DIRECTING (Comedy Picture),DIRECTING (Comedy Picture),an0051259,Speedy,tt0019412,Ted Wilde,Ted Wilde,[{'imdb_id': 'nm0928514'}],False,,,,
1,1928,Directing,DIRECTING (Dramatic Picture),DIRECTING (Dramatic Picture),an0051260,7th Heaven,tt0018379,Frank Borzage,Frank Borzage,[{'imdb_id': 'nm0097648'}],True,,,,
1,1928,Directing,DIRECTING (Dramatic Picture),DIRECTING (Dramatic Picture),an0051261,Sorrell and Son,tt0018429,Herbert Brenon,Herbert Brenon,[{'imdb_id': 'nm0107543'}],False,,,,
1,1928,Directing,DIRECTING (Dramatic Picture),DIRECTING (Dramatic Picture),an0051262,The Crowd,tt0018806,King Vidor,King Vidor,[{'imdb_id': 'nm0896542'}],False,,,,
1,1928,Production,VISUAL EFFECTS,ENGINEERING EFFECTS,an0051285,,,Ralph Hammeras,Ralph Hammeras,[{'imdb_id': 'nm0358518'}],False,,NOTE: This nomination was not associated with any specific film title.,,
1,1928,Production,VISUAL EFFECTS,ENGINEERING EFFECTS,an0051283,Wings,tt0018578,Roy Pomeroy,Roy Pomeroy,[{'imdb_id': 'nm0690120'}],True,,,,
1,1928,Production,VISUAL EFFECTS,ENGINEERING EFFECTS,an0051284,,,Nugent Slaughter,Nugent Slaughter,[{'imdb_id': 'nm0805521'}],False,,"NOTE: Though no specific titles were indicated during the presentation on May 16, 1929, or in the official results from the Central Board of Judges for this honorable mention, Academy records indicate that Mr. Slaughter was most often mentioned in connection with The Jazz Singer.",,
1,1928,Title,BEST PICTURE,OUTSTANDING PICTURE,an0051244,The Racket,tt0019304,The Caddo Company,The Caddo Company,[{'imdb_id': 'co0074827'}],False,,,,
1,1928,Title,BEST PICTURE,OUTSTANDING PICTURE,an0051245,7th Heaven,tt0018379,Fox,Fox,[{'imdb_id': 'co0028775'}],False,,,,
1,1928,Title,BEST PICTURE,OUTSTANDING PICTURE,an0051242,Wings,tt0018578,Paramount Famous Lasky,Paramount Famous Lasky,[{'imdb_id': 'co0023400'}],True,,,,
1,1928,Title,UNIQUE AND ARTISTIC PICTURE,UNIQUE AND ARTISTIC PICTURE,an0051247,Sunrise,tt0018455,Fox,Fox,[{'imdb_id': 'co0028775'}],True,,,,
1,1928,Title,UNIQUE AND ARTISTIC PICTURE,UNIQUE AND ARTISTIC PICTURE,an0051249,The Crowd,tt0018806,Metro-Goldwyn-Mayer,Metro-Goldwyn-Mayer,[{'imdb_id': 'co0007143'}],False,,,,
1,1928,Title,UNIQUE AND ARTISTIC PICTURE,UNIQUE AND ARTISTIC PICTURE,an0051248,Chang,tt0017743,Paramount Famous Lasky,Paramount Famous Lasky,[{'imdb_id': 'co0023400'}],False,,,,
1,1928,Writing,WRITING (Adapted Screenplay),WRITING (Adaptation),an0051265,The Jazz Singer,tt0018037,Alfred Cohn,Alfred Cohn,[{'imdb_id': 'nm0169879'}],False,,,,
1,1928,Writing,WRITING (Adapted Screenplay),WRITING (Adaptation),an0051264,Glorious Betsy,tt0018945,Anthony Coldeway,Anthony Coldeway,[{'imdb_id': 'nm0170401'}],False,,,,
1,1928,Writing,WRITING (Adapted Screenplay),WRITING (Adaptation),an0051263,7th Heaven,tt0018379,Benjamin Glazer,Benjamin Glazer,[{'imdb_id': 'nm0322227'}],True,,,,
1,1928,Writing,WRITING (Original Story),WRITING (Original Story),an0051267,The Last Command,tt0019071,Lajos Biro,Lajos Biro,[{'imdb_id': 'nm0083742'}],False,,,,
1,1928,Writing,WRITING (Original Story),WRITING (Original Story),an0051266,Underworld,tt0018526,Ben Hecht,Ben Hecht,[{'imdb_id': 'nm0372942'}],True,,,,
1,1928,Writing,WRITING (Title Writing),WRITING (Title Writing),an0051271,The Private Life of Helen of Troy,tt0017979,Gerald Duffy,Gerald Duffy,[{'imdb_id': 'nm0240534'}],False,,,,
1,1928,Writing,WRITING (Title Writing),WRITING (Title Writing),an0051269,,,Joseph Farnham,Joseph Farnham,[{'imdb_id': 'nm0267868'}],True,,NOTE: This award was not associated with any specific film title.,,
1,1928,Writing,WRITING (Title Writing),WRITING (Title Writing),an0051270,,,"George Marion, Jr.",George Marion Jr.,[{'imdb_id': 'nm0547938'}],False,,NOTE: This nomination was not associated with any specific film title.,,
1,1928,Special,SPECIAL AWARD,SPECIAL AWARD,an0051420,The Jazz Singer,tt0018037,,Warner Bros.,[{'imdb_id': 'co0080422'}],True,,,"To Warner Bros., for producing The Jazz Singer, the pioneer outstanding talking picture, which has revolutionized the industry.",
1,1928,Special,SPECIAL AWARD,SPECIAL AWARD,an0051421,The Circus,tt0018773,,Charles Chaplin,[{'imdb_id': 'nm0000122'}],True,,"NOTE: \""The Academy Board of Judges on merit awards for individual achievements in motion picture arts during the year ending August 1, 1928, unanimously decided that your name should be removed from the competitive classes, and that a special first award be conferred upon you for writing, acting, directing and producing The Circus. The collective accomplishments thus displayed place you in a class by yourself.\"" (Letter from the Academy to Mr. Chaplin, dated February 19, 1929.)","To Charles Chaplin, for acting, writing, directing and producing The Circus.",
2,1929,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053792,Thunderbolt,tt0020499,George Bancroft,George Bancroft,[{'imdb_id': 'nm0051628'}],False,Thunderbolt Jim Lang,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053791,In Old Arizona,tt0020018,Warner Baxter,Warner Baxter,[{'imdb_id': 'nm0062828'}],True,The Cisco Kid,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930.",,
2,1929,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053793,Alibi,tt0019630,Chester Morris,Chester Morris,[{'imdb_id': 'nm0606431'}],False,"No. 1065, Chick Williams","NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053794,The Valiant,tt0020543,Paul Muni,Paul Muni,[{'imdb_id': 'nm0612847'}],False,James Dyke,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Acting,ACTOR IN A LEADING ROLE,ACTOR,an0053795,The Patriot,tt0019257,Lewis Stone,Lewis Stone,[{'imdb_id': 'nm0832011'}],False,Count Pahlen,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053797,Madame X,tt0020126,Ruth Chatterton,Ruth Chatterton,[{'imdb_id': 'nm0154183'}],False,Jacqueline Floriot,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053798,The Barker,tt0018674,Betty Compson,Betty Compson,[{'imdb_id': 'nm0173993'}],False,Carrie,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053799,The Letter,tt0020092,Jeanne Eagels,Jeanne Eagels,[{'imdb_id': 'nm0247074'}],False,Leslie Crosbie,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053800,The Divine Lady,tt0019824,Corinne Griffith,Corinne Griffith,[{'imdb_id': 'nm0341464'}],False,"Emma Hart, Lady Hamilton","NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053801,The Broadway Melody,tt0019729,Bessie Love,Bessie Love,[{'imdb_id': 'nm0522281'}],False,Hank Mahoney,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,an0053796,Coquette,tt0019788,Mary Pickford,Mary Pickford,[{'imdb_id': 'nm0681933'}],True,Norma Besant,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930.",,
2,1929,Production,ART DIRECTION,ART DIRECTION,an0053832,The Patriot,tt0019257,Hans Dreier,Hans Dreier,[{'imdb_id': 'nm0237417'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Production,ART DIRECTION,ART DIRECTION,an0053826,The Bridge of San Luis Rey,tt0019722,Cedric Gibbons,Cedric Gibbons,[{'imdb_id': 'nm0316539'}],True,,"NOTE: The award citation reads 'for 'The Bridge of San Luis Rey' and other pictures.' THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930.",,
2,1929,Production,ART DIRECTION,ART DIRECTION,an0053829,Dynamite,tt0019843,Mitchell Leisen,Mitchell Leisen,[{'imdb_id': 'nm0500552'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Production,ART DIRECTION,ART DIRECTION,an0053827,Alibi,tt0019630,William Cameron Menzies,William Cameron Menzies,[{'imdb_id': 'nm0580017'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,True
2,1929,Production,ART DIRECTION,ART DIRECTION,an0053828,The Awakening,tt0018666,William Cameron Menzies,William Cameron Menzies,[{'imdb_id': 'nm0580017'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,True
2,1929,Production,ART DIRECTION,ART DIRECTION,an0053833,Street Angel,tt0019429,Harry Oliver,Harry Oliver,[{'imdb_id': 'nm0646856'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053824,Our Dancing Daughters,tt0019237,George Barnes,George Barnes,[{'imdb_id': 'nm0055604'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053820,White Shadows in the South Seas,tt0019574,Clyde De Vinna,Clyde De Vinna,[{'imdb_id': 'nm0005682'}],True,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930.",,
2,1929,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053823,In Old Arizona,tt0020018,Arthur Edeson,Arthur Edeson,[{'imdb_id': 'nm0249186'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053822,Four Devils,tt0018907,Ernest Palmer,Ernest Palmer,[{'imdb_id': 'nm0005823'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,True
2,1929,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053825,Street Angel,tt0019429,Ernest Palmer,Ernest Palmer,[{'imdb_id': 'nm0005823'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,True
2,1929,Production,CINEMATOGRAPHY,CINEMATOGRAPHY,an0053821,The Divine Lady,tt0019824,John Seitz,John Seitz,[{'imdb_id': 'nm0005870'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Directing,DIRECTING,DIRECTING,an0053803,Madame X,tt0020126,Lionel Barrymore,Lionel Barrymore,[{'imdb_id': 'nm0000859'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Directing,DIRECTING,DIRECTING,an0053804,The Broadway Melody,tt0019729,Harry Beaumont,Harry Beaumont,[{'imdb_id': 'nm0064600'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Directing,DIRECTING,DIRECTING,an0053805,In Old Arizona,tt0020018,Irving Cummings,Irving Cummings,[{'imdb_id': 'nm0191899'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Directing,DIRECTING,DIRECTING,an0053802,The Divine Lady,tt0019824,Frank Lloyd,Frank Lloyd,[{'imdb_id': 'nm0515979'}],True,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930.",,
2,1929,Directing,DIRECTING,DIRECTING,an0053807,Drag,tt0019833,Frank Lloyd,Frank Lloyd,[{'imdb_id': 'nm0515979'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,True
2,1929,Directing,DIRECTING,DIRECTING,an0053806,Weary River,tt0019557,Frank Lloyd,Frank Lloyd,[{'imdb_id': 'nm0515979'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,True
2,1929,Directing,DIRECTING,DIRECTING,an0053808,The Patriot,tt0019257,Ernst Lubitsch,Ernst Lubitsch,[{'imdb_id': 'nm0523932'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Title,BEST PICTURE,OUTSTANDING PICTURE,an0053787,Alibi,tt0019630,Feature Productions,Feature Productions,[{'imdb_id': 'co0203140'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Title,BEST PICTURE,OUTSTANDING PICTURE,an0053789,In Old Arizona,tt0020018,Fox,Fox,[{'imdb_id': 'co0028775'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Title,BEST PICTURE,OUTSTANDING PICTURE,an0053786,The Broadway Melody,tt0019729,Metro-Goldwyn-Mayer,Metro-Goldwyn-Mayer,[{'imdb_id': 'co0007143'}],True,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930.",,
2,1929,Title,BEST PICTURE,OUTSTANDING PICTURE,an0053788,Hollywood Revue,tt0019993,Metro-Goldwyn-Mayer,Metro-Goldwyn-Mayer,[{'imdb_id': 'co0007143'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Title,BEST PICTURE,OUTSTANDING PICTURE,an0053790,The Patriot,tt0019257,Paramount Famous Lasky,Paramount Famous Lasky,[{'imdb_id': 'co0023400'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Writing,WRITING (Adapted Screenplay),WRITING,an0053811,In Old Arizona,tt0020018,Tom Barry,Tom Barry,[{'imdb_id': 'nm0058179'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,True
2,1929,Writing,WRITING (Adapted Screenplay),WRITING,an0053817,The Valiant,tt0020543,Tom Barry,Tom Barry,[{'imdb_id': 'nm0058179'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,True
2,1929,Writing,WRITING (Adapted Screenplay),WRITING,an0053810,The Cop,tt0018792,Elliott Clawson,Elliott Clawson,[{'imdb_id': 'nm0165470'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,True
2,1929,Writing,WRITING (Adapted Screenplay),WRITING,an0053813,The Leatherneck,tt0020088,Elliott Clawson,Elliott Clawson,[{'imdb_id': 'nm0165470'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,True
2,1929,Writing,WRITING (Adapted Screenplay),WRITING,an0053815,Sal of Singapore,tt0019348,Elliott Clawson,Elliott Clawson,[{'imdb_id': 'nm0165470'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,True
2,1929,Writing,WRITING (Adapted Screenplay),WRITING,an0053816,Skyscraper,tt0019398,Elliott Clawson,Elliott Clawson,[{'imdb_id': 'nm0165470'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,True
2,1929,Writing,WRITING (Adapted Screenplay),WRITING,an0053812,The Last of Mrs. Cheyney,tt0020081,Hans Kraly,Hans Kraly,[{'imdb_id': 'nm0473134'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Writing,WRITING (Adapted Screenplay),WRITING,an0053809,The Patriot,tt0019257,Hans Kraly,Hans Kraly,[{'imdb_id': 'nm0473134'}],True,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930.",,
2,1929,Writing,WRITING (Adapted Screenplay),WRITING,an0053814,Our Dancing Daughters,tt0019237,Josephine Lovett,Josephine Lovett,[{'imdb_id': 'nm0522674'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,
2,1929,Writing,WRITING (Adapted Screenplay),WRITING,an0053818,A Woman of Affairs,tt0019591,Bess Meredyth,Bess Meredyth,[{'imdb_id': 'nm0580648'}],False,,"NOTE: THIS IS NOT AN OFFICIAL NOMINATION. There were no announcements of nominations, no certificates of nomination or honorable mention, and only the winners (*) were revealed during the awards banquet on April 3, 1930. Though not official nominations, the additional names in each category, according to in-house records, were under consideration by the various boards of judges.",,True
